^DATABASE = Pattern Gene Database (PaGenBase)
!Database_institute = Bioinformatics-Aided Drug Discovery Group at XMU China
!Database_web_link = http://bioinf.xmu.edu.cn/PaGenBase/index.jsp
!Data_processed_by Jian-Bo Pan; email = panjianbo87@gmail.com
!Specific Genes for Homo sapiens/tissue
!Version: PaGenBase 1.0
!Dataset(PMID):GDS3113|Array_count(19014478); BIOGPS_U133AGNF1HA|Array_count(15075390); GDS1096|Array_count(15950434); GDS181_TISSUE|Array_count(11904358); GSE30611|NGS(23258890); RNASEQ|NGS(22345621).
Gene Symbol	Dataset	DPM/PubMed ID	Sample	SPM
LAMP3	GDS3113|Array_count	0.9828	lung	0.9905
TBX4	RNASEQ|NGS	0.9631	lung	0.9905
SLC34A2	BIOGPS_U133AGNF1HA|Array_count	0.9745	lung	0.9904
SNORA77	GSE30611|NGS	0.9899	lung	0.9899
AKAP10	GDS181_TISSUE|Array_count	0.9945	lung	0.9897
CLC	GSE30611|NGS	0.9756	lung	0.9896
COL6A5	GDS3113|Array_count	0.9882	lung	0.9896
SFTA1P	GSE30611|NGS	0.9716	lung	0.9891
EDN1	BIOGPS_U133AGNF1HA|Array_count	0.9726	lung	0.9891
LAMP3	GDS181_TISSUE|Array_count	0.9914	lung	0.9888
LYZ	GSE30611|NGS	0.9621	lung	0.9887
LAMP3	GDS1096|Array_count	0.9897	lung	0.9886
VIPR1	BIOGPS_U133AGNF1HA|Array_count	0.975	lung	0.9883
SLC34A2	GSE30611|NGS	0.9892	lung	0.9883
GPRC5A	RNASEQ|NGS	0.9628	lung	0.988
ALPP	RNASEQ|NGS	0.9507	lung	0.987
TMEM190	RNASEQ|NGS	0.9646	lung	0.987
DEFB4B	GSE30611|NGS	0.9833	lung	0.9869
C1orf116	RNASEQ|NGS	0.9725	lung	0.9868
BMPR2	GDS181_TISSUE|Array_count	0.9912	lung	0.9865
DNTT	RNASEQ|NGS	0.9813	lung	0.9864
TMEM100	GDS3113|Array_count	0.9715	lung	0.9863
KRT6A	RNASEQ|NGS	0.9835	lung	0.9861
UGT2A1	GSE30611|NGS	0.983	lung	0.9859
CYP4B1	BIOGPS_U133AGNF1HA|Array_count	0.9897	lung	0.9852
HBB	GSE30611|NGS	0.9732	lung	0.985
MAGEA8	RNASEQ|NGS	0.9829	lung	0.985
TREM1	GSE30611|NGS	0.9578	lung	0.9846
FCN3	GSE30611|NGS	0.9717	lung	0.984
DEFB4A	GSE30611|NGS	0.9809	lung	0.9839
LRRN4	GSE30611|NGS	0.9665	lung	0.9837
CTSE	GDS3113|Array_count	0.988	lung	0.9833
ROS1	RNASEQ|NGS	0.9714	lung	0.9831
ACP5	BIOGPS_U133AGNF1HA|Array_count	0.9857	lung	0.9831
GGTLC1	BIOGPS_U133AGNF1HA|Array_count	0.9774	lung	0.9829
CCL20	RNASEQ|NGS	0.9728	lung	0.9812
PRH1	GSE30611|NGS	0.9859	lung	0.981
MARCO	BIOGPS_U133AGNF1HA|Array_count	0.9802	lung	0.9807
FLJ34690	GSE30611|NGS	0.9732	lung	0.9804
MUC7	RNASEQ|NGS	0.9771	lung	0.9803
GYPA	GSE30611|NGS	0.9718	lung	0.9796
SERPINB13	GSE30611|NGS	0.9801	lung	0.9789
HBM	GSE30611|NGS	0.9719	lung	0.9787
TREML2P1	GSE30611|NGS	0.9855	lung	0.9787
CXCL3	RNASEQ|NGS	0.9283	lung	0.9782
GPRC5A	BIOGPS_U133AGNF1HA|Array_count	0.9874	lung	0.9782
ALOX15	RNASEQ|NGS	0.9524	lung	0.9778
FAM74A4	RNASEQ|NGS	0.9692	lung	0.9773
FIGF	BIOGPS_U133AGNF1HA|Array_count	0.9506	lung	0.9772
FCGR2A	GDS181_TISSUE|Array_count	0.9877	lung	0.9769
GFI1B	GSE30611|NGS	0.9849	lung	0.9768
MAGEA5	RNASEQ|NGS	0.9788	lung	0.9766
RP11-165H20.1	RNASEQ|NGS	0.9788	lung	0.9766
TAAR1	GDS3113|Array_count	0.989	lung	0.9765
RAB1A	GSE30611|NGS	0.9849	lung	0.9765
ZBED2	RNASEQ|NGS	0.9502	lung	0.9759
BCL2A1	GDS181_TISSUE|Array_count	0.9892	lung	0.9758
HBD	GSE30611|NGS	0.9612	lung	0.9752
SULT2B1	RNASEQ|NGS	0.9713	lung	0.9748
SFTPD	GDS181_TISSUE|Array_count	0.9442	lung	0.9747
IL6	GDS1096|Array_count	0.9533	lung	0.9744
C1orf110	GSE30611|NGS	0.9507	lung	0.9734
HYAL2	BIOGPS_U133AGNF1HA|Array_count	0.9638	lung	0.9728
CCL20	GSE30611|NGS	0.9765	lung	0.9724
LAMC2	GDS181_TISSUE|Array_count	0.9912	lung	0.9719
HLA-DQB1	BIOGPS_U133AGNF1HA|Array_count	0.9853	lung	0.9714
CCL18	GDS3113|Array_count	0.9795	lung	0.9711
TMEM100	RNASEQ|NGS	0.9236	lung	0.971
FOXF1	RNASEQ|NGS	0.9494	lung	0.9703
CXCL17	GSE30611|NGS	0.956	lung	0.9701
SLC22A31	GSE30611|NGS	0.9431	lung	0.9699
GGTLC1	RNASEQ|NGS	0.976	lung	0.9696
ALOX15B	RNASEQ|NGS	0.9387	lung	0.9694
APOBEC3A	GSE30611|NGS	0.9423	lung	0.9683
MARCO	GDS3113|Array_count	0.9729	lung	0.9679
MMP10	RNASEQ|NGS	0.9655	lung	0.9673
C1QTNF2	RNASEQ|NGS	0.9389	lung	0.967
SLC5A9	GSE30611|NGS	0.9821	lung	0.9665
WISP2	BIOGPS_U133AGNF1HA|Array_count	0.952	lung	0.9665
CHRNA9	RNASEQ|NGS	0.9748	lung	0.9662
VIPR1	GDS181_TISSUE|Array_count	0.9818	lung	0.9661
GALNT5	GSE30611|NGS	0.9316	lung	0.9661
ALOX15	GSE30611|NGS	0.9532	lung	0.9655
S100A8	GSE30611|NGS	0.9328	lung	0.9651
PI3	RNASEQ|NGS	0.9544	lung	0.9647
GP9	GSE30611|NGS	0.9558	lung	0.9644
SERPINB13	RNASEQ|NGS	0.9739	lung	0.9637
UGT2A2	GSE30611|NGS	0.9814	lung	0.9634
COPB2	GSE30611|NGS	0.9812	lung	0.9628
ANKRD44	GSE30611|NGS	0.9463	lung	0.9627
CCL3L1	GDS3113|Array_count	0.9534	lung	0.9624
FAM216B	RNASEQ|NGS	0.9197	lung	0.9611
ZC3H7B	GDS181_TISSUE|Array_count	0.9843	lung	0.9605
LRRN4	RNASEQ|NGS	0.9544	lung	0.9605
SCEL	GDS181_TISSUE|Array_count	0.9817	lung	0.9603
TNIP3	RNASEQ|NGS	0.9138	lung	0.9603
SCGB1A1	BIOGPS_U133AGNF1HA|Array_count	0.994	lung	0.9601
ADAMTS8	GSE30611|NGS	0.9273	lung	0.9598
ATP13A4	RNASEQ|NGS	0.9568	lung	0.9598
CYP4B1	RNASEQ|NGS	0.9502	lung	0.9592
CSF2	GSE30611|NGS	0.9699	lung	0.9591
MS4A3	RNASEQ|NGS	0.9617	lung	0.959
ABCA13	RNASEQ|NGS	0.928	lung	0.9588
SLC6A4	GSE30611|NGS	0.8996	lung	0.9586
DMBT1	RNASEQ|NGS	0.9702	lung	0.9582
AHSP	GSE30611|NGS	0.9536	lung	0.9578
SLC34A2	GDS1096|Array_count	0.9804	lung	0.9577
CEACAM3	RNASEQ|NGS	0.9588	lung	0.9575
SFTPC	GDS181_TISSUE|Array_count	0.9666	lung	0.9573
SNORD31	RNASEQ|NGS	0.9718	lung	0.9569
KIR3DL1	RNASEQ|NGS	0.9718	lung	0.9569
MIR147B	GSE30611|NGS	0.9799	lung	0.9569
SLC39A8	RNASEQ|NGS	0.8824	lung	0.9567
RSPO4	GSE30611|NGS	0.9553	lung	0.9562
HBA1	RNASEQ|NGS	0.9048	lung	0.9561
PI3	GSE30611|NGS	0.9296	lung	0.9556
SCN7A	GDS181_TISSUE|Array_count	0.9823	lung	0.9547
GATA1	GSE30611|NGS	0.929	lung	0.9546
CHIA	GDS3113|Array_count	0.9786	lung	0.9544
NFE2	GSE30611|NGS	0.958	lung	0.9544
CCL2	GDS1096|Array_count	0.9647	lung	0.9537
MSLN	BIOGPS_U133AGNF1HA|Array_count	0.9152	lung	0.9528
NCF2	GDS181_TISSUE|Array_count	0.9833	lung	0.9524
HBB	RNASEQ|NGS	0.9171	lung	0.9523
CA4	BIOGPS_U133AGNF1HA|Array_count	0.9754	lung	0.9521
MIR34A	RNASEQ|NGS	0.9538	lung	0.952
BMP2	GDS181_TISSUE|Array_count	0.9887	lung	0.9519
HTR3C	GSE30611|NGS	0.967	lung	0.9514
HBA2	GSE30611|NGS	0.9449	lung	0.9512
CCDC42B	RNASEQ|NGS	0.9702	lung	0.9512
MUC5B	GSE30611|NGS	0.9327	lung	0.951
HBA1	GSE30611|NGS	0.9448	lung	0.9509
LOC646498	RNASEQ|NGS	0.9701	lung	0.9507
TLR2	GDS181_TISSUE|Array_count	0.977	lung	0.9504
SLC34A2	GDS3113|Array_count	0.9457	lung	0.9503
FCN3	GDS3113|Array_count	0.9765	lung	0.9498
MIR222	RNASEQ|NGS	0.9366	lung	0.9496
C19orf59	BIOGPS_U133AGNF1HA|Array_count	0.9858	lung	0.9493
ABCA3	GDS3113|Array_count	0.9326	lung	0.949
EMP2	BIOGPS_U133AGNF1HA|Array_count	0.9662	lung	0.949
SYTL3	GSE30611|NGS	0.9672	lung	0.949
MAP2	GDS181_TISSUE|Array_count	0.9879	lung	0.9487
KRT7	RNASEQ|NGS	0.9503	lung	0.9486
ABCA3	BIOGPS_U133AGNF1HA|Array_count	0.9646	lung	0.9485
