^DATABASE = Pattern Gene Database (PaGenBase)
!Database_institute = Bioinformatics-Aided Drug Discovery Group at XMU China
!Database_web_link = http://bioinf.xmu.edu.cn/PaGenBase/index.jsp
!Data_processed_by Jian-Bo Pan; email = panjianbo87@gmail.com
!Specific Genes for Homo sapiens/tissue
!Version: PaGenBase 1.0
!Dataset(PMID):GDS3113|Array_count(19014478); BIOGPS_U133AGNF1HA|Array_count(15075390); GDS1096|Array_count(15950434).
Gene Symbol	Dataset	DPM/PubMed ID	Sample	SPM
NGLY1	GDS1096|Array_count	1.0	bone marrow	1.0
OR7G2	GDS3113|Array_count	1.0	bone marrow	1.0
GMPSP1	GDS1096|Array_count	1.0	bone marrow	1.0
PPIH	GDS1096|Array_count	1.0	bone marrow	1.0
TRIM10	GDS1096|Array_count	1.0	bone marrow	1.0
CTSG	GDS1096|Array_count	1.0	bone marrow	1.0
ADAM8	GDS1096|Array_count	1.0	bone marrow	1.0
CHST11	GDS1096|Array_count	1.0	bone marrow	1.0
AZU1	BIOGPS_U133AGNF1HA|Array_count	0.9981	bone marrow	0.9999
ALAS2	BIOGPS_U133AGNF1HA|Array_count	0.9974	bone marrow	0.9998
CEACAM8	BIOGPS_U133AGNF1HA|Array_count	0.9974	bone marrow	0.9998
RNASE3	BIOGPS_U133AGNF1HA|Array_count	0.9971	bone marrow	0.9998
DEFA4	GDS1096|Array_count	0.999	bone marrow	0.9998
HBD	BIOGPS_U133AGNF1HA|Array_count	0.9977	bone marrow	0.9998
TUBB1	GDS3113|Array_count	0.9991	bone marrow	0.9997
PRTN3	GDS1096|Array_count	0.9993	bone marrow	0.9997
CAMP	BIOGPS_U133AGNF1HA|Array_count	0.9984	bone marrow	0.9996
PRG3	BIOGPS_U133AGNF1HA|Array_count	0.9959	bone marrow	0.9996
EPB42	BIOGPS_U133AGNF1HA|Array_count	0.9945	bone marrow	0.9993
AHSP	BIOGPS_U133AGNF1HA|Array_count	0.9942	bone marrow	0.9992
CTSG	BIOGPS_U133AGNF1HA|Array_count	0.9944	bone marrow	0.9992
BPI	BIOGPS_U133AGNF1HA|Array_count	0.9939	bone marrow	0.9991
AHSP	GDS1096|Array_count	0.9981	bone marrow	0.999
HBD	GDS1096|Array_count	0.9979	bone marrow	0.9989
PRTN3	BIOGPS_U133AGNF1HA|Array_count	0.993	bone marrow	0.9989
MMP8	BIOGPS_U133AGNF1HA|Array_count	0.9913	bone marrow	0.9985
CAMP	GDS1096|Array_count	0.9981	bone marrow	0.9982
TRIM58	GDS1096|Array_count	0.998	bone marrow	0.9979
BPI	GDS1096|Array_count	0.9976	bone marrow	0.997
SLC4A1	BIOGPS_U133AGNF1HA|Array_count	0.9864	bone marrow	0.9965
MS4A3	BIOGPS_U133AGNF1HA|Array_count	0.9832	bone marrow	0.9953
NLRP3	GDS3113|Array_count	0.9846	bone marrow	0.9949
NLRP12	GDS3113|Array_count	0.9959	bone marrow	0.9946
GYPB	BIOGPS_U133AGNF1HA|Array_count	0.981	bone marrow	0.9945
HBZ	BIOGPS_U133AGNF1HA|Array_count	0.9801	bone marrow	0.9942
TNF	GDS3113|Array_count	0.9882	bone marrow	0.993
FECH	BIOGPS_U133AGNF1HA|Array_count	0.9795	bone marrow	0.9922
FCN1	GDS3113|Array_count	0.989	bone marrow	0.9922
MXD1	GDS3113|Array_count	0.9884	bone marrow	0.992
GYPA	BIOGPS_U133AGNF1HA|Array_count	0.9744	bone marrow	0.991
CDA	GDS1096|Array_count	0.9957	bone marrow	0.9902
CD300E	GDS3113|Array_count	0.9874	bone marrow	0.989
APOBEC3A	GDS3113|Array_count	0.9843	bone marrow	0.9888
RGS18	GDS3113|Array_count	0.9838	bone marrow	0.9888
OSM	GDS3113|Array_count	0.9851	bone marrow	0.9887
TRIM58	BIOGPS_U133AGNF1HA|Array_count	0.9688	bone marrow	0.9872
EPX	BIOGPS_U133AGNF1HA|Array_count	0.967	bone marrow	0.9871
RETN	BIOGPS_U133AGNF1HA|Array_count	0.9735	bone marrow	0.9866
NKG7	GDS1096|Array_count	0.9917	bone marrow	0.9857
RETN	GDS1096|Array_count	0.9921	bone marrow	0.9848
MEFV	GDS3113|Array_count	0.9884	bone marrow	0.9842
HIST1H1B	GDS3113|Array_count	0.9901	bone marrow	0.9808
RHAG	BIOGPS_U133AGNF1HA|Array_count	0.9569	bone marrow	0.9807
ABTB1	GDS3113|Array_count	0.9923	bone marrow	0.9804
DCAF12	BIOGPS_U133AGNF1HA|Array_count	0.9592	bone marrow	0.9799
SLC25A37	BIOGPS_U133AGNF1HA|Array_count	0.9843	bone marrow	0.9786
LILRA3	GDS3113|Array_count	0.9741	bone marrow	0.9774
HMBS	BIOGPS_U133AGNF1HA|Array_count	0.9544	bone marrow	0.9768
EMR3	GDS3113|Array_count	0.9856	bone marrow	0.9763
CLEC4D	GDS3113|Array_count	0.9828	bone marrow	0.976
KLRC1	GDS3113|Array_count	0.9825	bone marrow	0.9757
HIST1H2AG	GDS3113|Array_count	0.9819	bone marrow	0.9753
EPOR	GDS1096|Array_count	0.9931	bone marrow	0.974
NFE2	GDS1096|Array_count	0.993	bone marrow	0.9734
GNLY	GDS3113|Array_count	0.976	bone marrow	0.9732
HIST1H1D	GDS3113|Array_count	0.9688	bone marrow	0.9718
APOBEC3H	GDS3113|Array_count	0.9907	bone marrow	0.9714
FUT7	GDS3113|Array_count	0.983	bone marrow	0.9711
KLF1	BIOGPS_U133AGNF1HA|Array_count	0.9413	bone marrow	0.9709
S100A12	GDS3113|Array_count	0.9636	bone marrow	0.969
PPBP	GDS1096|Array_count	0.9873	bone marrow	0.9687
PTPRC	GDS3113|Array_count	0.9684	bone marrow	0.9684
SPTA1	GDS1096|Array_count	0.9489	bone marrow	0.9682
S100Z	GDS3113|Array_count	0.9674	bone marrow	0.968
SAMD3	GDS3113|Array_count	0.97	bone marrow	0.9677
C9orf72	GDS3113|Array_count	0.9533	bone marrow	0.9667
CST7	GDS1096|Array_count	0.9921	bone marrow	0.9659
STK17B	GDS3113|Array_count	0.9522	bone marrow	0.9658
CLEC12A	GDS3113|Array_count	0.9825	bone marrow	0.965
PDE4D	GDS3113|Array_count	0.9486	bone marrow	0.9639
MMP25	GDS3113|Array_count	0.9527	bone marrow	0.9639
MMP8	GDS1096|Array_count	0.9919	bone marrow	0.9637
CFP	GDS3113|Array_count	0.9568	bone marrow	0.9634
PPBP	GDS3113|Array_count	0.9837	bone marrow	0.9618
IGLL1	GDS1096|Array_count	0.9882	bone marrow	0.9597
FCAR	GDS3113|Array_count	0.9386	bone marrow	0.9595
HIST1H3H	GDS3113|Array_count	0.9703	bone marrow	0.9594
LILRA2	GDS3113|Array_count	0.9688	bone marrow	0.9592
P2RY8	GDS3113|Array_count	0.9529	bone marrow	0.9591
GCFC1	GDS3113|Array_count	0.9238	bone marrow	0.958
ITGA4	GDS3113|Array_count	0.9596	bone marrow	0.9576
BAGE	GDS3113|Array_count	0.9773	bone marrow	0.9574
FFAR2	GDS3113|Array_count	0.9781	bone marrow	0.9571
IL8	GDS3113|Array_count	0.966	bone marrow	0.9567
HIST1H4A	GDS3113|Array_count	0.9636	bone marrow	0.9553
LILRA1	GDS3113|Array_count	0.9685	bone marrow	0.9546
TBCD	GDS1096|Array_count	0.991	bone marrow	0.9535
KLRC4	GDS3113|Array_count	0.9749	bone marrow	0.9533
IFNG	GDS3113|Array_count	0.9723	bone marrow	0.9531
HELB	GDS3113|Array_count	0.9596	bone marrow	0.9527
TRIM10	BIOGPS_U133AGNF1HA|Array_count	0.9161	bone marrow	0.9507
KLRC3	GDS3113|Array_count	0.9684	bone marrow	0.9491
KLRC2	GDS3113|Array_count	0.9613	bone marrow	0.9489
KDM4A	GDS1096|Array_count	0.9906	bone marrow	0.9487
MAP2K3	GDS1096|Array_count	0.9766	bone marrow	0.9486
TSPAN32	GDS3113|Array_count	0.9567	bone marrow	0.9486
C5AR1	GDS3113|Array_count	0.9445	bone marrow	0.9474
SIRPB1	GDS3113|Array_count	0.9578	bone marrow	0.9472
PLCXD2	GDS3113|Array_count	0.9573	bone marrow	0.9472
FCN1	GDS1096|Array_count	0.9837	bone marrow	0.9462
TBXAS1	GDS3113|Array_count	0.9657	bone marrow	0.946
AOAH	GDS3113|Array_count	0.9501	bone marrow	0.9453
CD69	GDS3113|Array_count	0.956	bone marrow	0.9443
PADI4	GDS3113|Array_count	0.94	bone marrow	0.944
VNN2	GDS3113|Array_count	0.9577	bone marrow	0.944
FGR	GDS3113|Array_count	0.9647	bone marrow	0.944
TNFSF13B	GDS3113|Array_count	0.9414	bone marrow	0.9439
KLRF1	GDS3113|Array_count	0.9821	bone marrow	0.9434
CLEC4A	GDS3113|Array_count	0.9323	bone marrow	0.9431
CLC	BIOGPS_U133AGNF1HA|Array_count	0.993	bone marrow	0.9424
GZMB	GDS3113|Array_count	0.9713	bone marrow	0.9413
PGLYRP1	BIOGPS_U133AGNF1HA|Array_count	0.9766	bone marrow	0.9412
GZMH	GDS3113|Array_count	0.9696	bone marrow	0.9411
MYO1F	GDS3113|Array_count	0.9407	bone marrow	0.941
KLRK1	GDS3113|Array_count	0.9633	bone marrow	0.9408
RIPK2	GDS3113|Array_count	0.9129	bone marrow	0.9403
NCF2	GDS3113|Array_count	0.9457	bone marrow	0.9403
ITGA2B	GDS3113|Array_count	0.9792	bone marrow	0.9372
FMNL1	GDS1096|Array_count	0.9896	bone marrow	0.936
ST6GALNAC4	GDS1096|Array_count	0.9895	bone marrow	0.9334
CD86	GDS3113|Array_count	0.9283	bone marrow	0.9323
LILRB3	GDS3113|Array_count	0.9493	bone marrow	0.9321
CARD9	GDS3113|Array_count	0.9686	bone marrow	0.9315
BST1	GDS1096|Array_count	0.9892	bone marrow	0.9292
FCAR	BIOGPS_U133AGNF1HA|Array_count	0.8863	bone marrow	0.9285
CDT1	GDS1096|Array_count	0.9892	bone marrow	0.9284
SIGLEC5	GDS3113|Array_count	0.972	bone marrow	0.9279
APOBEC3B	GDS3113|Array_count	0.9356	bone marrow	0.9277
SLC25A37	GDS1096|Array_count	0.9823	bone marrow	0.9262
PTPRJ	GDS3113|Array_count	0.9584	bone marrow	0.9261
NCF4	GDS1096|Array_count	0.968	bone marrow	0.9258
GNA13	GDS3113|Array_count	0.9451	bone marrow	0.9256
MNDA	GDS3113|Array_count	0.9506	bone marrow	0.9254
BIRC5	GDS1096|Array_count	0.9889	bone marrow	0.9245
PMAIP1	GDS3113|Array_count	0.9154	bone marrow	0.9236
SLC11A1	GDS3113|Array_count	0.9469	bone marrow	0.9229
STX11	GDS3113|Array_count	0.9239	bone marrow	0.9223
PF4	GDS3113|Array_count	0.9762	bone marrow	0.9222
DOK2	GDS3113|Array_count	0.941	bone marrow	0.9208
EMR1	GDS3113|Array_count	0.9553	bone marrow	0.9185
EVI2B	GDS3113|Array_count	0.9412	bone marrow	0.918
IL18RAP	GDS3113|Array_count	0.974	bone marrow	0.9177
MMP8	GDS3113|Array_count	0.9852	bone marrow	0.9167
CLEC7A	GDS3113|Array_count	0.9061	bone marrow	0.9153
CTSW	GDS3113|Array_count	0.956	bone marrow	0.9143
CLC	GDS3113|Array_count	0.9656	bone marrow	0.9142
SH2D1B	GDS3113|Array_count	0.9788	bone marrow	0.9138
REM2	GDS3113|Array_count	0.944	bone marrow	0.913
SAMSN1	GDS3113|Array_count	0.9288	bone marrow	0.9107
PTPRE	GDS3113|Array_count	0.883	bone marrow	0.9074
P2RY13	GDS3113|Array_count	0.9477	bone marrow	0.9068
RAP1GAP2	GDS3113|Array_count	0.8742	bone marrow	0.9066
NCR1	GDS3113|Array_count	0.9845	bone marrow	0.9061
VCAN	GDS3113|Array_count	0.9232	bone marrow	0.905
BCL2A1	GDS3113|Array_count	0.8884	bone marrow	0.9049
BIN2	GDS3113|Array_count	0.9252	bone marrow	0.9045
EPB41	GDS1096|Array_count	0.9879	bone marrow	0.9041
SGTB	GDS3113|Array_count	0.8876	bone marrow	0.9034
KIR2DL5A	GDS3113|Array_count	0.9621	bone marrow	0.903
ALDH3B1	GDS1096|Array_count	0.9878	bone marrow	0.9021
PYHIN1	GDS3113|Array_count	0.9554	bone marrow	0.9018
LCN2	GDS1096|Array_count	0.9714	bone marrow	0.9016
AMICA1	GDS3113|Array_count	0.943	bone marrow	0.9001
WAS	GDS3113|Array_count	0.945	bone marrow	0.8991
ARHGAP15	GDS3113|Array_count	0.8932	bone marrow	0.8976
PILRA	GDS3113|Array_count	0.8674	bone marrow	0.8972
PLAUR	GDS3113|Array_count	0.8875	bone marrow	0.8963
MMP9	GDS1096|Array_count	0.9404	bone marrow	0.8949
LRRC25	GDS3113|Array_count	0.9231	bone marrow	0.8938
KLRG1	GDS3113|Array_count	0.9381	bone marrow	0.8935
HMBS	GDS1096|Array_count	0.8547	bone marrow	0.8929
C8orf60	GDS1096|Array_count	0.9792	bone marrow	0.8893
ITGAX	GDS3113|Array_count	0.9181	bone marrow	0.8889
SRGN	GDS1096|Array_count	0.9302	bone marrow	0.888
S100A9	GDS1096|Array_count	0.97	bone marrow	0.8875
C1orf150	GDS3113|Array_count	0.9711	bone marrow	0.8871
FPR1	GDS3113|Array_count	0.9347	bone marrow	0.8856
MARCH8	GDS1096|Array_count	0.833	bone marrow	0.8851
FGL2	GDS3113|Array_count	0.8726	bone marrow	0.8841
BST1	GDS3113|Array_count	0.8734	bone marrow	0.8813
NFE2	GDS3113|Array_count	0.9564	bone marrow	0.8805
GPR97	GDS1096|Array_count	0.9868	bone marrow	0.8793
ADAM8	GDS3113|Array_count	0.913	bone marrow	0.8787
FAM214B	GDS1096|Array_count	0.9574	bone marrow	0.8782
CYSLTR1	GDS3113|Array_count	0.8917	bone marrow	0.8771
HBEGF	GDS3113|Array_count	0.8364	bone marrow	0.8764
LILRB2	GDS3113|Array_count	0.9222	bone marrow	0.8764
TNFRSF1B	GDS3113|Array_count	0.873	bone marrow	0.8757
PLCB2	GDS3113|Array_count	0.916	bone marrow	0.8754
TNFRSF10C	GDS3113|Array_count	0.9189	bone marrow	0.8749
RUNX3	GDS3113|Array_count	0.9404	bone marrow	0.8749
VENTX	GDS3113|Array_count	0.9353	bone marrow	0.8741
CTSS	GDS3113|Array_count	0.8964	bone marrow	0.8727
FCER1A	GDS3113|Array_count	0.8956	bone marrow	0.8721
PADI4	BIOGPS_U133AGNF1HA|Array_count	0.9249	bone marrow	0.8718
GLIPR1	GDS3113|Array_count	0.8683	bone marrow	0.8716
FAM65B	GDS3113|Array_count	0.9138	bone marrow	0.8712
PTPN4	GDS3113|Array_count	0.9484	bone marrow	0.8706
RNF166	GDS3113|Array_count	0.8377	bone marrow	0.8704
GYPC	GDS1096|Array_count	0.9222	bone marrow	0.8699
IRAK3	GDS3113|Array_count	0.8953	bone marrow	0.869
MYO1G	GDS3113|Array_count	0.9437	bone marrow	0.8684
ITGB7	GDS3113|Array_count	0.9212	bone marrow	0.868
PTAFR	GDS1096|Array_count	0.9771	bone marrow	0.8679
ATG16L1	GDS1096|Array_count	0.9864	bone marrow	0.8677
FMNL1	GDS3113|Array_count	0.924	bone marrow	0.8677
ALOX5AP	GDS1096|Array_count	0.9177	bone marrow	0.8676
KIR2DS2	GDS3113|Array_count	0.9465	bone marrow	0.8672
PTPN22	GDS3113|Array_count	0.9186	bone marrow	0.8668
IL10RA	GDS3113|Array_count	0.9187	bone marrow	0.8666
FAM117A	BIOGPS_U133AGNF1HA|Array_count	0.9169	bone marrow	0.8665
CLEC4C	GDS3113|Array_count	0.9493	bone marrow	0.8664
TSPYL4	GDS3113|Array_count	0.9583	bone marrow	0.8663
TMEM71	GDS3113|Array_count	0.9265	bone marrow	0.8661
SNX18	GDS3113|Array_count	0.884	bone marrow	0.8655
SYNGR1	GDS1096|Array_count	0.9864	bone marrow	0.8654
BGLAP	GDS1096|Array_count	0.9863	bone marrow	0.865
SLC24A4	GDS3113|Array_count	0.9485	bone marrow	0.8634
FGR	GDS1096|Array_count	0.9789	bone marrow	0.8619
GTSE1	GDS1096|Array_count	0.9862	bone marrow	0.8612
CLEC11A	GDS1096|Array_count	0.9862	bone marrow	0.8602
FAM102B	GDS3113|Array_count	0.8962	bone marrow	0.8597
NOD2	GDS3113|Array_count	0.8944	bone marrow	0.8593
CLEC4E	GDS3113|Array_count	0.9572	bone marrow	0.859
TYROBP	GDS3113|Array_count	0.889	bone marrow	0.8582
SLC2A3	GDS1096|Array_count	0.9794	bone marrow	0.8572
PTGDR	GDS3113|Array_count	0.8888	bone marrow	0.8562
RASA3	GDS3113|Array_count	0.9059	bone marrow	0.8557
HIST1H4E	GDS3113|Array_count	0.9093	bone marrow	0.8553
PRAM1	GDS3113|Array_count	0.9692	bone marrow	0.8552
EMR2	GDS3113|Array_count	0.9076	bone marrow	0.8545
GPR65	GDS3113|Array_count	0.9161	bone marrow	0.8545
PLXNC1	GDS3113|Array_count	0.8762	bone marrow	0.8533
RAC2	GDS1096|Array_count	0.965	bone marrow	0.8528
GBP5	GDS3113|Array_count	0.9373	bone marrow	0.8522
CST7	GDS3113|Array_count	0.9495	bone marrow	0.8515
HCK	GDS3113|Array_count	0.8929	bone marrow	0.8504
TCP11L2	GDS3113|Array_count	0.8323	bone marrow	0.8502
TBX21	GDS3113|Array_count	0.9717	bone marrow	0.8499
TRERF1	GDS3113|Array_count	0.9766	bone marrow	0.8476
LST1	GDS1096|Array_count	0.9858	bone marrow	0.8474
PGLYRP1	GDS3113|Array_count	0.8883	bone marrow	0.8464
ATG16L2	GDS3113|Array_count	0.8393	bone marrow	0.8453
C1orf135	GDS1096|Array_count	0.9858	bone marrow	0.8452
ZBTB7B	GDS3113|Array_count	0.9313	bone marrow	0.8451
HAUS3	GDS3113|Array_count	0.8972	bone marrow	0.8439
SRGN	GDS3113|Array_count	0.853	bone marrow	0.8436
SELL	GDS3113|Array_count	0.9437	bone marrow	0.8425
SCLT1	GDS3113|Array_count	0.9227	bone marrow	0.8423
FEN1	GDS1096|Array_count	0.9751	bone marrow	0.8422
ZFC3H1	GDS3113|Array_count	0.8472	bone marrow	0.8414
ZC3HAV1	GDS1096|Array_count	0.9857	bone marrow	0.8408
OTOR	GDS3113|Array_count	0.9816	bone marrow	0.8407
PIP4K2A	GDS1096|Array_count	0.9576	bone marrow	0.8403
COTL1	GDS3113|Array_count	0.8563	bone marrow	0.8402
HSH2D	GDS3113|Array_count	0.8943	bone marrow	0.8401
LILRB5	GDS3113|Array_count	0.9588	bone marrow	0.8397
VCPIP1	GDS3113|Array_count	0.8787	bone marrow	0.8393
KCNE3	GDS3113|Array_count	0.8415	bone marrow	0.8372
RBM38	GDS1096|Array_count	0.8845	bone marrow	0.8372
ITGAM	GDS3113|Array_count	0.7819	bone marrow	0.8367
SIGLEC7	GDS1096|Array_count	0.9856	bone marrow	0.8366
ITGB2	GDS3113|Array_count	0.892	bone marrow	0.8359
G6PD	GDS1096|Array_count	0.9747	bone marrow	0.835
POLQ	GDS1096|Array_count	0.9666	bone marrow	0.8309
PSTPIP1	GDS3113|Array_count	0.8974	bone marrow	0.8299
KLRB1	GDS3113|Array_count	0.9477	bone marrow	0.8295
PNP	BIOGPS_U133AGNF1HA|Array_count	0.924	bone marrow	0.8276
PLBD1	GDS1096|Array_count	0.8348	bone marrow	0.8276
HIST1H2BA	GDS3113|Array_count	0.9386	bone marrow	0.8253
IL5RA	GDS3113|Array_count	0.909	bone marrow	0.8252
TLR8	GDS3113|Array_count	0.9438	bone marrow	0.8248
BLVRB	GDS1096|Array_count	0.8137	bone marrow	0.824
CD96	GDS3113|Array_count	0.9132	bone marrow	0.8236
TNFSF8	GDS3113|Array_count	0.9627	bone marrow	0.823
C21orf7	GDS3113|Array_count	0.8568	bone marrow	0.823
RASA2	GDS3113|Array_count	0.828	bone marrow	0.8227
ICAM3	GDS3113|Array_count	0.8643	bone marrow	0.8224
OSCAR	GDS3113|Array_count	0.9135	bone marrow	0.8223
CA1	GDS1096|Array_count	0.9842	bone marrow	0.8219
ARHGAP9	GDS3113|Array_count	0.9073	bone marrow	0.8176
PRF1	GDS3113|Array_count	0.9145	bone marrow	0.8171
S100A8	GDS1096|Array_count	0.9104	bone marrow	0.8166
ANKRD44	GDS3113|Array_count	0.8274	bone marrow	0.8162
NCR3	GDS3113|Array_count	0.9458	bone marrow	0.8161
LIG3	GDS1096|Array_count	0.9852	bone marrow	0.816
KIR3DL2	GDS3113|Array_count	0.9611	bone marrow	0.8156
NCF1	GDS3113|Array_count	0.9291	bone marrow	0.8156
MTMR10	GDS3113|Array_count	0.966	bone marrow	0.8143
LAT2	GDS3113|Array_count	0.9054	bone marrow	0.8136
TYMP	GDS3113|Array_count	0.8271	bone marrow	0.8133
RUNX2	GDS3113|Array_count	0.9659	bone marrow	0.8128
HIST1H1E	GDS3113|Array_count	0.8081	bone marrow	0.8117
FPR2	GDS3113|Array_count	0.9227	bone marrow	0.8102
CHD1	GDS3113|Array_count	0.824	bone marrow	0.8098
EYA3	GDS3113|Array_count	0.9201	bone marrow	0.8098
CPPED1	GDS3113|Array_count	0.7702	bone marrow	0.8097
LCP2	GDS3113|Array_count	0.913	bone marrow	0.8094
NCF4	GDS3113|Array_count	0.864	bone marrow	0.8091
FGFBP2	GDS3113|Array_count	0.9167	bone marrow	0.809
MMP9	BIOGPS_U133AGNF1HA|Array_count	0.9565	bone marrow	0.8083
OSBPL8	GDS3113|Array_count	0.7854	bone marrow	0.8081
GPSM3	GDS3113|Array_count	0.8929	bone marrow	0.8079
RIN3	GDS3113|Array_count	0.8095	bone marrow	0.8063
ITGA2B	GDS1096|Array_count	0.9573	bone marrow	0.8048
HBBP1	GDS1096|Array_count	0.9668	bone marrow	0.8042
MR1	GDS1096|Array_count	0.9849	bone marrow	0.8014
RRM2	GDS1096|Array_count	0.9643	bone marrow	0.8013
NLRP1	GDS3113|Array_count	0.8078	bone marrow	0.8013
SLC25A39	BIOGPS_U133AGNF1HA|Array_count	0.7654	bone marrow	0.8005
TGFB1	GDS3113|Array_count	0.8475	bone marrow	0.8004
HIST1H2AH	GDS3113|Array_count	0.9212	bone marrow	0.8002
CORO1A	GDS1096|Array_count	0.9535	bone marrow	0.8
CYBB	GDS3113|Array_count	0.8454	bone marrow	0.7997
RAP2B	GDS3113|Array_count	0.8865	bone marrow	0.7992
CD300C	GDS3113|Array_count	0.7272	bone marrow	0.7987
LILRB1	GDS3113|Array_count	0.9269	bone marrow	0.7984
