^DATABASE = Pattern Gene Database (PaGenBase)
!Database_institute = Bioinformatics-Aided Drug Discovery Group at XMU China
!Database_web_link = http://bioinf.xmu.edu.cn/PaGenBase/index.jsp
!Data_processed_by Jian-Bo Pan; email = panjianbo87@gmail.com
!Specific Genes for Homo sapiens/tissue
!Version: PaGenBase 1.0
!Dataset(PMID):GDS3113|Array_count(19014478); BIOGPS_U133AGNF1HA|Array_count(15075390); GDS1096|Array_count(15950434); GDS181_TISSUE|Array_count(11904358); GSE30611|NGS(23258890); RNASEQ|NGS(22345621).
Gene Symbol	Dataset	DPM/PubMed ID	Sample	SPM
UPP2	GSE30611|NGS	0.9998	liver	1.0
PRAMEF10	RNASEQ|NGS	1.0	liver	1.0
SLCO1B1	GSE30611|NGS	0.9997	liver	1.0
VTRNA2-1	GSE30611|NGS	1.0	liver	1.0
ALB	GDS1096|Array_count	1.0	liver	1.0
MBL2	GSE30611|NGS	0.9999	liver	1.0
UROC1	GSE30611|NGS	1.0	liver	1.0
AHSG	GSE30611|NGS	0.9996	liver	1.0
SLC25A13	GDS181_TISSUE|Array_count	1.0	liver	1.0
MAN2B1	GSE30611|NGS	1.0	liver	1.0
CFHR4	GSE30611|NGS	1.0	liver	1.0
SMOX	GSE30611|NGS	1.0	liver	1.0
SLC17A2	GDS181_TISSUE|Array_count	1.0	liver	1.0
SERPINA10	GDS3113|Array_count	0.9999	liver	1.0
SEC23A	GDS1096|Array_count	1.0	liver	1.0
HPX	GDS1096|Array_count	1.0	liver	1.0
CYP7A1	RNASEQ|NGS	0.9995	liver	1.0
CYP2C9	RNASEQ|NGS	0.9976	liver	1.0
P2RY2	GSE30611|NGS	1.0	liver	1.0
CYP2C9	GSE30611|NGS	0.9997	liver	1.0
CYP1A2	GDS181_TISSUE|Array_count	1.0	liver	1.0
H3F3A	GSE30611|NGS	1.0	liver	1.0
ORM1	RNASEQ|NGS	0.9979	liver	1.0
F13B	GDS1096|Array_count	1.0	liver	1.0
CFHR2	GSE30611|NGS	1.0	liver	1.0
C8A	GDS3113|Array_count	1.0	liver	1.0
SNAP23	GSE30611|NGS	1.0	liver	1.0
RDH16	GDS181_TISSUE|Array_count	1.0	liver	1.0
FCN2	GDS181_TISSUE|Array_count	1.0	liver	1.0
GYS2	GDS1096|Array_count	1.0	liver	1.0
C8A	GDS181_TISSUE|Array_count	1.0	liver	1.0
AFM	GDS1096|Array_count	1.0	liver	1.0
CPN2	GDS1096|Array_count	1.0	liver	1.0
F2	GSE30611|NGS	0.9997	liver	1.0
IGFALS	GDS181_TISSUE|Array_count	1.0	liver	1.0
APOA5	GDS3113|Array_count	0.9992	liver	1.0
BAAT	GDS1096|Array_count	1.0	liver	1.0
SERPINC1	GDS3113|Array_count	0.9998	liver	1.0
APOA5	GSE30611|NGS	1.0	liver	1.0
SLC22A1	GDS1096|Array_count	1.0	liver	1.0
LOC100506229	GSE30611|NGS	1.0	liver	1.0
OR10J5	GSE30611|NGS	1.0	liver	1.0
LECT2	GDS181_TISSUE|Array_count	0.9997	liver	1.0
C9	GDS181_TISSUE|Array_count	1.0	liver	1.0
FCN2	GDS1096|Array_count	1.0	liver	1.0
ABCC9	GDS1096|Array_count	1.0	liver	1.0
ABCC2	GDS1096|Array_count	1.0	liver	1.0
TAB1	GSE30611|NGS	1.0	liver	1.0
APOA2	GSE30611|NGS	0.9998	liver	1.0
APOH	BIOGPS_U133AGNF1HA|Array_count	0.9993	liver	1.0
SERPIND1	GDS181_TISSUE|Array_count	1.0	liver	1.0
SENP5	GDS1096|Array_count	1.0	liver	1.0
STARD5	GDS181_TISSUE|Array_count	1.0	liver	1.0
SPP2	GSE30611|NGS	1.0	liver	1.0
CRP	GDS181_TISSUE|Array_count	1.0	liver	1.0
TDO2	GDS3113|Array_count	0.9993	liver	1.0
PKLR	GSE30611|NGS	1.0	liver	1.0
ORM2	GSE30611|NGS	1.0	liver	1.0
SLC10A1	GDS3113|Array_count	0.9993	liver	1.0
LRP11	GSE30611|NGS	1.0	liver	1.0
SAA2-SAA4	GSE30611|NGS	0.9998	liver	1.0
MASP2	GSE30611|NGS	1.0	liver	1.0
IL4I1	GSE30611|NGS	1.0	liver	1.0
MST1P9	GDS1096|Array_count	1.0	liver	1.0
BAAT	GDS3113|Array_count	0.9997	liver	1.0
PRG4	GDS1096|Array_count	1.0	liver	1.0
AHSG	BIOGPS_U133AGNF1HA|Array_count	0.9995	liver	1.0
GRM8	GSE30611|NGS	1.0	liver	1.0
C9	GSE30611|NGS	0.9993	liver	1.0
PAH	GDS1096|Array_count	1.0	liver	1.0
SERPIND1	BIOGPS_U133AGNF1HA|Array_count	0.999	liver	1.0
TTC38	GDS1096|Array_count	1.0	liver	1.0
PKLR	GDS1096|Array_count	1.0	liver	1.0
FGA	RNASEQ|NGS	0.998	liver	1.0
AMBP	GDS1096|Array_count	1.0	liver	1.0
CLEC1B	GDS1096|Array_count	1.0	liver	1.0
ASL	GDS181_TISSUE|Array_count	1.0	liver	1.0
HABP2	GDS181_TISSUE|Array_count	1.0	liver	1.0
APOH	GSE30611|NGS	0.9998	liver	1.0
CRP	RNASEQ|NGS	0.9974	liver	1.0
SLCO1B3	GDS3113|Array_count	0.9997	liver	1.0
ASGR2	GDS181_TISSUE|Array_count	0.9997	liver	1.0
SPP2	GDS1096|Array_count	1.0	liver	1.0
LOC286370	GSE30611|NGS	1.0	liver	1.0
CFHR4	GDS1096|Array_count	1.0	liver	1.0
IGFALS	GSE30611|NGS	1.0	liver	1.0
HFE	GDS1096|Array_count	1.0	liver	1.0
G6PC	GDS1096|Array_count	1.0	liver	1.0
SLC17A2	GDS1096|Array_count	1.0	liver	1.0
SLC13A3	GSE30611|NGS	1.0	liver	1.0
AGXT	GDS1096|Array_count	1.0	liver	1.0
APOA2	BIOGPS_U133AGNF1HA|Array_count	0.9997	liver	1.0
CYP3A43	GDS1096|Array_count	1.0	liver	1.0
F12	GDS181_TISSUE|Array_count	1.0	liver	1.0
HAO1	GDS181_TISSUE|Array_count	1.0	liver	1.0
FTCD	GDS1096|Array_count	1.0	liver	1.0
VNN3	GDS1096|Array_count	1.0	liver	1.0
UGT2B17	GDS181_TISSUE|Array_count	1.0	liver	1.0
APOA2	GDS3113|Array_count	0.9999	liver	1.0
APOC1P1	GSE30611|NGS	1.0	liver	1.0
TNFSF14	GDS1096|Array_count	1.0	liver	1.0
SARDH	GDS1096|Array_count	1.0	liver	1.0
CYP7A1	GDS1096|Array_count	1.0	liver	1.0
HPR	GSE30611|NGS	0.9988	liver	1.0
CYP4F11	GDS1096|Array_count	1.0	liver	1.0
SLC38A3	GDS181_TISSUE|Array_count	1.0	liver	1.0
SERPINC1	GDS181_TISSUE|Array_count	0.9999	liver	1.0
ITIH3	GDS1096|Array_count	1.0	liver	1.0
F2	GDS181_TISSUE|Array_count	0.9998	liver	1.0
APOH	RNASEQ|NGS	0.9979	liver	1.0
AGXT	GDS181_TISSUE|Array_count	0.9997	liver	1.0
F12	GDS1096|Array_count	1.0	liver	1.0
C9	GDS3113|Array_count	0.9999	liver	1.0
MASP1	GDS181_TISSUE|Array_count	1.0	liver	1.0
APOF	GDS3113|Array_count	1.0	liver	1.0
ABCG8	RNASEQ|NGS	0.9986	liver	1.0
APOC4	GSE30611|NGS	1.0	liver	1.0
F13B	GSE30611|NGS	0.9994	liver	1.0
C8A	GDS1096|Array_count	1.0	liver	1.0
SLC22A1	RNASEQ|NGS	0.9984	liver	1.0
C21orf59	GSE30611|NGS	1.0	liver	1.0
SERPINC1	GSE30611|NGS	0.9992	liver	1.0
CFHR3	GDS3113|Array_count	0.9995	liver	1.0
CPS1-IT1	GSE30611|NGS	1.0	liver	1.0
GCKR	GDS181_TISSUE|Array_count	1.0	liver	1.0
SERPIND1	GDS1096|Array_count	1.0	liver	1.0
APOA4	GSE30611|NGS	0.999	liver	1.0
SLC27A5	BIOGPS_U133AGNF1HA|Array_count	0.9991	liver	1.0
MASP1	GDS1096|Array_count	1.0	liver	1.0
GPR50	GDS3113|Array_count	1.0	liver	1.0
ORM1	GSE30611|NGS	1.0	liver	1.0
CYP2C18	GDS181_TISSUE|Array_count	1.0	liver	1.0
F2	BIOGPS_U133AGNF1HA|Array_count	0.999	liver	1.0
CYP2C9	GDS1096|Array_count	1.0	liver	1.0
KLKB1	GDS1096|Array_count	1.0	liver	1.0
MAGEB4	GDS181_TISSUE|Array_count	1.0	liver	1.0
AKR1C4	GDS1096|Array_count	1.0	liver	1.0
DEFA1B	GSE30611|NGS	1.0	liver	1.0
MRPS18C	GDS1096|Array_count	1.0	liver	1.0
ITIH1	GDS181_TISSUE|Array_count	0.9997	liver	1.0
SERPINA10	RNASEQ|NGS	0.9975	liver	1.0
TFR2	GDS1096|Array_count	1.0	liver	1.0
C8B	GDS3113|Array_count	0.9996	liver	1.0
F8A2	GSE30611|NGS	1.0	liver	1.0
C8B	RNASEQ|NGS	0.9978	liver	1.0
SHBG	GDS181_TISSUE|Array_count	1.0	liver	1.0
DCPS	GDS1096|Array_count	1.0	liver	1.0
MIR122	RNASEQ|NGS	1.0	liver	1.0
GYG2	GSE30611|NGS	1.0	liver	1.0
APCS	GSE30611|NGS	0.9996	liver	1.0
CRP	GSE30611|NGS	1.0	liver	1.0
F9	GDS181_TISSUE|Array_count	1.0	liver	1.0
C3orf62	GSE30611|NGS	1.0	liver	1.0
APOA5	RNASEQ|NGS	0.9979	liver	1.0
MRPL35	GSE30611|NGS	1.0	liver	1.0
HPX	GSE30611|NGS	0.9996	liver	1.0
SLCO1B1	GDS3113|Array_count	1.0	liver	1.0
PROC	GDS1096|Array_count	1.0	liver	1.0
LPA	GDS181_TISSUE|Array_count	1.0	liver	1.0
CYP2B6	GDS1096|Array_count	1.0	liver	1.0
C3P1	GSE30611|NGS	0.9997	liver	1.0
FETUB	GDS1096|Array_count	1.0	liver	1.0
GCGR	GDS181_TISSUE|Array_count	1.0	liver	1.0
SERPINC1	BIOGPS_U133AGNF1HA|Array_count	0.9993	liver	1.0
LPA	GDS1096|Array_count	1.0	liver	1.0
SSBP3	GSE30611|NGS	1.0	liver	1.0
HAAO	GDS1096|Array_count	1.0	liver	1.0
AKR1C4	RNASEQ|NGS	0.9982	liver	1.0
ALDH4A1	GDS1096|Array_count	1.0	liver	1.0
APCS	RNASEQ|NGS	0.9978	liver	1.0
SNORA14B	GSE30611|NGS	1.0	liver	1.0
ITIH4	GDS1096|Array_count	1.0	liver	1.0
F2	GDS1096|Array_count	1.0	liver	1.0
MBD6	GDS1096|Array_count	1.0	liver	1.0
GALK1	GDS181_TISSUE|Array_count	0.9998	liver	1.0
APCS	GDS1096|Array_count	1.0	liver	1.0
HRG	GDS1096|Array_count	1.0	liver	1.0
TFR2	GDS181_TISSUE|Array_count	1.0	liver	1.0
GLYATL1	GSE30611|NGS	1.0	liver	1.0
CCZ1	GDS1096|Array_count	1.0	liver	1.0
SAA4	GDS3113|Array_count	0.9994	liver	1.0
BAAT	GDS181_TISSUE|Array_count	1.0	liver	1.0
SPP2	GDS181_TISSUE|Array_count	1.0	liver	1.0
SLC27A5	GDS1096|Array_count	1.0	liver	1.0
CPN1	GDS181_TISSUE|Array_count	1.0	liver	1.0
CYP4F11	GDS181_TISSUE|Array_count	1.0	liver	1.0
ABCC6	GDS1096|Array_count	1.0	liver	1.0
MIR21	RNASEQ|NGS	1.0	liver	1.0
MIR4269	GSE30611|NGS	1.0	liver	1.0
KCNAB2	GSE30611|NGS	1.0	liver	1.0
SLC10A1	GDS1096|Array_count	1.0	liver	1.0
FAM59B	GSE30611|NGS	1.0	liver	1.0
ABCB11	GDS1096|Array_count	1.0	liver	1.0
ITIH1	GSE30611|NGS	1.0	liver	1.0
TMTC1	GSE30611|NGS	1.0	liver	1.0
CP	GDS1096|Array_count	1.0	liver	1.0
HAO2	GSE30611|NGS	0.9999	liver	1.0
C8A	GSE30611|NGS	0.9997	liver	1.0
FASTKD3	GSE30611|NGS	1.0	liver	1.0
ITIH2	GDS3113|Array_count	0.9994	liver	1.0
PROZ	GDS3113|Array_count	0.9998	liver	1.0
AKIRIN2-AS1	GDS1096|Array_count	1.0	liver	1.0
HABP2	GSE30611|NGS	1.0	liver	1.0
MIR135A1	GSE30611|NGS	1.0	liver	1.0
C9	RNASEQ|NGS	0.9983	liver	1.0
CFHR4	GDS181_TISSUE|Array_count	1.0	liver	1.0
MLXIPL	GDS1096|Array_count	1.0	liver	1.0
ITIH1	GDS3113|Array_count	0.9998	liver	1.0
CREB3L3	GSE30611|NGS	0.9994	liver	1.0
ADH6	GDS1096|Array_count	1.0	liver	1.0
RDH16	GDS1096|Array_count	1.0	liver	1.0
AHSG	GDS3113|Array_count	0.9996	liver	1.0
F7	GSE30611|NGS	1.0	liver	1.0
SLC38A3	GDS1096|Array_count	1.0	liver	1.0
PROZ	GDS1096|Array_count	1.0	liver	1.0
KIFC3	GDS1096|Array_count	1.0	liver	1.0
MBL2	GDS1096|Array_count	1.0	liver	1.0
FBLN1	GSE30611|NGS	1.0	liver	1.0
ARG1	GDS181_TISSUE|Array_count	1.0	liver	1.0
TMEM110-MUSTN1	GSE30611|NGS	1.0	liver	1.0
MAT1A	GDS1096|Array_count	1.0	liver	1.0
F8A3	GSE30611|NGS	1.0	liver	1.0
HP	GSE30611|NGS	0.9989	liver	1.0
ARVCF	GDS1096|Array_count	1.0	liver	1.0
OTC	GDS181_TISSUE|Array_count	1.0	liver	1.0
UGT2B28	GDS1096|Array_count	1.0	liver	1.0
SERPINC1	GDS1096|Array_count	1.0	liver	1.0
AGXT	BIOGPS_U133AGNF1HA|Array_count	0.9987	liver	1.0
MASP2	GDS1096|Array_count	1.0	liver	1.0
CAMKK1	GSE30611|NGS	1.0	liver	1.0
AMBP	BIOGPS_U133AGNF1HA|Array_count	0.9997	liver	1.0
C4BPB	GDS1096|Array_count	1.0	liver	1.0
ABCB4	GDS1096|Array_count	1.0	liver	1.0
HAO1	GDS1096|Array_count	1.0	liver	1.0
CFHR5	GDS1096|Array_count	1.0	liver	1.0
AKR1C4	GDS181_TISSUE|Array_count	0.9996	liver	1.0
APCS	GDS3113|Array_count	0.9996	liver	1.0
SLC35C1	GDS1096|Array_count	1.0	liver	1.0
C8B	GDS1096|Array_count	1.0	liver	1.0
ASGR2	GDS1096|Array_count	1.0	liver	1.0
GDF2	GSE30611|NGS	1.0	liver	1.0
FETUB	GDS181_TISSUE|Array_count	0.9999	liver	1.0
APOF	GDS1096|Array_count	1.0	liver	1.0
AGXT	GSE30611|NGS	0.9996	liver	1.0
MBL2	GDS3113|Array_count	0.9997	liver	1.0
CPB2	GDS3113|Array_count	0.9996	liver	1.0
F9	GDS3113|Array_count	0.9999	liver	1.0
HGFAC	GDS1096|Array_count	1.0	liver	1.0
CYP2E1	GSE30611|NGS	0.9993	liver	1.0
CYP2E1	GDS3113|Array_count	0.9992	liver	1.0
THPO	GDS1096|Array_count	1.0	liver	1.0
SERPINA10	GDS1096|Array_count	1.0	liver	1.0
F9	GSE30611|NGS	1.0	liver	1.0
CYP2C19	GSE30611|NGS	0.999	liver	1.0
HAO1	GDS3113|Array_count	0.9999	liver	1.0
SHBG	GSE30611|NGS	1.0	liver	1.0
ITIH3	GDS181_TISSUE|Array_count	1.0	liver	1.0
MASP2	GDS181_TISSUE|Array_count	1.0	liver	1.0
DHODH	GDS1096|Array_count	1.0	liver	1.0
ASGR1	GDS1096|Array_count	1.0	liver	1.0
CYP2A6	GDS1096|Array_count	1.0	liver	1.0
PLEKHM1P	GSE30611|NGS	1.0	liver	1.0
MIR200A	GSE30611|NGS	1.0	liver	1.0
PAX3	GDS1096|Array_count	1.0	liver	1.0
APOF	GSE30611|NGS	0.9993	liver	1.0
F13B	GDS3113|Array_count	1.0	liver	1.0
C8B	GDS181_TISSUE|Array_count	1.0	liver	1.0
ALB	GSE30611|NGS	0.9998	liver	1.0
HRG	BIOGPS_U133AGNF1HA|Array_count	0.9993	liver	1.0
APOC3	GSE30611|NGS	0.9997	liver	1.0
IL28B	GSE30611|NGS	1.0	liver	1.0
CPB2	GSE30611|NGS	1.0	liver	1.0
CFHR1	RNASEQ|NGS	0.9977	liver	0.9999
ITIH4	GSE30611|NGS	0.9974	liver	0.9999
PLGLA	RNASEQ|NGS	0.9984	liver	0.9999
ITIH2	RNASEQ|NGS	0.9971	liver	0.9999
LBP	RNASEQ|NGS	0.9964	liver	0.9999
SERPINA11	GSE30611|NGS	0.9983	liver	0.9999
APOC2	GSE30611|NGS	0.9991	liver	0.9999
C3P1	RNASEQ|NGS	0.9977	liver	0.9999
AKR1D1	RNASEQ|NGS	0.9969	liver	0.9999
APOA2	RNASEQ|NGS	0.9973	liver	0.9999
HPX	RNASEQ|NGS	0.9972	liver	0.9999
SPP2	RNASEQ|NGS	0.9977	liver	0.9999
GC	GDS181_TISSUE|Array_count	0.9991	liver	0.9999
ITIH1	BIOGPS_U133AGNF1HA|Array_count	0.9982	liver	0.9999
ITIH4	BIOGPS_U133AGNF1HA|Array_count	0.9985	liver	0.9999
ABCG8	GSE30611|NGS	0.9982	liver	0.9999
PON1	RNASEQ|NGS	0.9957	liver	0.9999
C8B	GSE30611|NGS	0.999	liver	0.9999
C8A	RNASEQ|NGS	0.9977	liver	0.9999
CYP2B6	GSE30611|NGS	0.9984	liver	0.9999
AADAC	RNASEQ|NGS	0.9964	liver	0.9999
AHSG	GDS181_TISSUE|Array_count	0.9984	liver	0.9999
CYP2C8	RNASEQ|NGS	0.9972	liver	0.9999
SLCO1B3	GSE30611|NGS	0.9981	liver	0.9999
APOB	GDS181_TISSUE|Array_count	0.9993	liver	0.9999
FGB	GDS3113|Array_count	0.9995	liver	0.9999
APOH	GDS3113|Array_count	0.9992	liver	0.9999
TAT	GSE30611|NGS	0.9983	liver	0.9999
AMBP	RNASEQ|NGS	0.9963	liver	0.9999
TFR2	GSE30611|NGS	0.998	liver	0.9999
SERPINA7	RNASEQ|NGS	0.9969	liver	0.9999
SERPINA1	RNASEQ|NGS	0.9965	liver	0.9999
SLC25A47	GSE30611|NGS	0.9985	liver	0.9999
CYP2A6	BIOGPS_U133AGNF1HA|Array_count	0.9983	liver	0.9999
SLC22A1	BIOGPS_U133AGNF1HA|Array_count	0.9979	liver	0.9999
CYP2E1	RNASEQ|NGS	0.9974	liver	0.9999
F2	RNASEQ|NGS	0.9965	liver	0.9999
F13B	RNASEQ|NGS	0.997	liver	0.9999
C9	GDS1096|Array_count	0.9995	liver	0.9999
FGB	RNASEQ|NGS	0.9968	liver	0.9999
CFHR5	GSE30611|NGS	0.9991	liver	0.9999
ANXA10	GDS3113|Array_count	0.9987	liver	0.9999
CPS1	RNASEQ|NGS	0.9962	liver	0.9999
ORM1	GDS3113|Array_count	0.999	liver	0.9999
ITIH1	RNASEQ|NGS	0.9966	liver	0.9999
ITIH3	BIOGPS_U133AGNF1HA|Array_count	0.9981	liver	0.9999
PGLYRP2	BIOGPS_U133AGNF1HA|Array_count	0.9976	liver	0.9999
SLC17A2	RNASEQ|NGS	0.9973	liver	0.9999
MAT1A	RNASEQ|NGS	0.997	liver	0.9999
SERPINA7	GDS3113|Array_count	0.9996	liver	0.9999
APCS	GDS181_TISSUE|Array_count	0.9994	liver	0.9999
HAO1	GSE30611|NGS	0.9992	liver	0.9999
ITIH2	GSE30611|NGS	0.9975	liver	0.9999
APOB	RNASEQ|NGS	0.9969	liver	0.9999
SERPINA11	RNASEQ|NGS	0.9976	liver	0.9999
SERPINC1	RNASEQ|NGS	0.9962	liver	0.9999
ALB	RNASEQ|NGS	0.9966	liver	0.9999
HPX	GDS181_TISSUE|Array_count	0.9996	liver	0.9999
CPS1	GDS181_TISSUE|Array_count	0.9995	liver	0.9999
ALB	BIOGPS_U133AGNF1HA|Array_count	0.9993	liver	0.9999
CYP2A7	GDS181_TISSUE|Array_count	0.9994	liver	0.9999
CYP3A4	RNASEQ|NGS	0.9966	liver	0.9999
PON1	GSE30611|NGS	0.9982	liver	0.9999
SERPINA7	GSE30611|NGS	0.9991	liver	0.9999
AHSG	GDS1096|Array_count	0.9997	liver	0.9999
HP	RNASEQ|NGS	0.9972	liver	0.9999
ORM2	GDS3113|Array_count	0.9987	liver	0.9999
NR1I2	GSE30611|NGS	0.9988	liver	0.9999
ADH4	RNASEQ|NGS	0.9963	liver	0.9999
INHBE	RNASEQ|NGS	0.9962	liver	0.9999
CYP2A6	GSE30611|NGS	0.9976	liver	0.9999
BAAT	RNASEQ|NGS	0.9962	liver	0.9999
APOB	GDS3113|Array_count	0.9986	liver	0.9998
RDH16	GDS3113|Array_count	0.9976	liver	0.9998
CPB2	RNASEQ|NGS	0.9948	liver	0.9998
CFHR2	GDS181_TISSUE|Array_count	0.9992	liver	0.9998
HPR	GDS3113|Array_count	0.9984	liver	0.9998
F9	GDS1096|Array_count	0.9994	liver	0.9998
AGXT	GDS3113|Array_count	0.9963	liver	0.9998
TFR2	BIOGPS_U133AGNF1HA|Array_count	0.9975	liver	0.9998
SPP2	GDS3113|Array_count	0.9984	liver	0.9998
CPN1	RNASEQ|NGS	0.9964	liver	0.9998
CYP2E1	GDS1096|Array_count	0.9995	liver	0.9998
ITIH3	RNASEQ|NGS	0.995	liver	0.9998
FGA	BIOGPS_U133AGNF1HA|Array_count	0.9976	liver	0.9998
SERPINA10	GSE30611|NGS	0.9987	liver	0.9998
CFHR5	RNASEQ|NGS	0.9966	liver	0.9998
SAA4	RNASEQ|NGS	0.995	liver	0.9998
AGXT	RNASEQ|NGS	0.9945	liver	0.9998
C8G	BIOGPS_U133AGNF1HA|Array_count	0.9976	liver	0.9998
GC	RNASEQ|NGS	0.9952	liver	0.9998
CYP2D6	BIOGPS_U133AGNF1HA|Array_count	0.9976	liver	0.9998
CA5A	RNASEQ|NGS	0.9964	liver	0.9998
SLC13A5	RNASEQ|NGS	0.9947	liver	0.9998
FGG	GSE30611|NGS	0.9981	liver	0.9998
FCN2	RNASEQ|NGS	0.9957	liver	0.9998
CFHR2	RNASEQ|NGS	0.9964	liver	0.9998
CPS1	GSE30611|NGS	0.9982	liver	0.9998
CYP2C8	BIOGPS_U133AGNF1HA|Array_count	0.9975	liver	0.9998
CYP2E1	GDS181_TISSUE|Array_count	0.9989	liver	0.9998
ACOT12	GDS3113|Array_count	0.9989	liver	0.9998
CFHR3	GSE30611|NGS	0.9981	liver	0.9998
MBL2	GDS181_TISSUE|Array_count	0.9993	liver	0.9998
CYP1A2	BIOGPS_U133AGNF1HA|Array_count	0.9986	liver	0.9998
MAT1A	BIOGPS_U133AGNF1HA|Array_count	0.9976	liver	0.9998
CYP2A6	RNASEQ|NGS	0.9955	liver	0.9998
SLC22A1	GDS3113|Array_count	0.9976	liver	0.9998
SDS	BIOGPS_U133AGNF1HA|Array_count	0.9973	liver	0.9998
CPN1	GSE30611|NGS	0.9984	liver	0.9998
F12	BIOGPS_U133AGNF1HA|Array_count	0.9985	liver	0.9998
CREB3L3	RNASEQ|NGS	0.9947	liver	0.9998
LOC100507389	GSE30611|NGS	0.9978	liver	0.9998
TM4SF4	RNASEQ|NGS	0.9958	liver	0.9998
HRG	GSE30611|NGS	0.9981	liver	0.9997
CYP2C9	BIOGPS_U133AGNF1HA|Array_count	0.9971	liver	0.9997
CYP2C8	GDS3113|Array_count	0.9966	liver	0.9997
HRG	RNASEQ|NGS	0.9957	liver	0.9997
TAT	GDS181_TISSUE|Array_count	0.9988	liver	0.9997
CYP2A6	GDS3113|Array_count	0.9972	liver	0.9997
C8G	GSE30611|NGS	0.9945	liver	0.9997
SLCO1B1	RNASEQ|NGS	0.9957	liver	0.9997
APCS	BIOGPS_U133AGNF1HA|Array_count	0.9982	liver	0.9997
CYP2D6	GSE30611|NGS	0.9965	liver	0.9997
ITIH2	GDS181_TISSUE|Array_count	0.9984	liver	0.9997
CRP	GDS3113|Array_count	0.9968	liver	0.9997
TDO2	RNASEQ|NGS	0.995	liver	0.9997
FGG	BIOGPS_U133AGNF1HA|Array_count	0.9985	liver	0.9997
MBL2	RNASEQ|NGS	0.9953	liver	0.9997
TAT	GDS3113|Array_count	0.9987	liver	0.9997
MASP2	RNASEQ|NGS	0.9974	liver	0.9997
ASGR2	RNASEQ|NGS	0.9939	liver	0.9997
TFR2	GDS3113|Array_count	0.9962	liver	0.9997
CYP2D6	GDS181_TISSUE|Array_count	0.9977	liver	0.9997
ITIH3	GDS3113|Array_count	0.9968	liver	0.9997
SERPINA3	RNASEQ|NGS	0.9941	liver	0.9997
VTN	GSE30611|NGS	0.9966	liver	0.9997
INHBC	RNASEQ|NGS	0.9943	liver	0.9997
